TMT	BLOCK	PLOT	TREE	SPECIES	ORIG COND	85 DIA	85 COND	90 DIA	90 COND	95 DIA	95 COND	00 DIA	00 COND	09 DIA	09 COND	20 DIA	20 COND	2020 Notes	13 COND	NOTES 2013	NOTES    edited or added 2011 EH										
3	5	B	18	DF	3		3		3		3		3		3		3					OK			"Note: This site has a lot of trees around that were painted, for someone elses research. "						
3	5	B	18	HL												16.8	1	New tree 													
3	5	B	19	DF	3		3		3		3		3		3		3					OK									
3	5	B	20	DF	3		3		3		3		3		3		3					OK									
3	5	B	21	DF	1	40.5	1	44.7	1	48.3	1	55	1	61	1	67.9	1					OK									
3	5	C	1	RA	1	48.4	1	48.5	1	49.3	1	50.2	1	51.3	1	52.3	1				"09- PLOT TREE, PAINTED BADLY"	OK		NOTE: DEVIL'S CLUB		   CLOSE TO & SHARES TREE WITH 					
3	5	C	2	RA	1	52.2	1	52.1	1	51.9	1	52	1	51.5	1			Missing			"09- LEANING, IN WATER"	OK		PLOT 3-5A							
3	5	C	3	RA	1	36.9	1	36	1	36.3	1	36.7	1	36.3	1			Missing			09- SCARRED FROM FALLEN HEMLOCK	OK									
3	5	C	4	HL	1	38.5	1	40	1	42.2	1			 	4						00-DEAD DOWN	OK									
3	5	C	5	HL	1	41.9	1	43.4	1	43	1	42.7	1	43.5	1			Missing			ALSO 3-5A TREE#4			GPS NOTES 2009: 		PLOT 3-5C					
3	5	C	6	HL	1	29.5	1	30	1	31.4	1	31.6	1	33	2	34.8	2				09-suppressed	OK		GARMIN 60C  WAYPOINT 			82				
3	5	C	7	RA	1	63.6	1	61	1	62	1	62.8	1	62.7	1			Missing			"09- BIG LUMP @DBH, MEASURED ABOVE FROM LARGE DOWNED LOG"	OK									
3	5	C	8	HL	1	41.3	1	41.9	1	42.9	1	43.5	1	45.5	1	47.8	1	Tag#4573			09-METAL TAG	OK		ACCURACY +OR-		23FT					
3	5	C	9	HL	1	47	1	49	1	50.9	1	53.1	1	57.2	1	60.8	1					OK		"N44.52601°, W123.53884°"							
3	5	C	10	BM	1	48.2	1	50.5	1	50.7	1	53.5	1	58.4	1			Missing				OK									
3	5	C	11	HL	1			15.6	1	16.2	1	16.9	1	18	2	19.5	2					OK									
3	5	C	12	BM	1		4		4					 								OK									
3	5	D	1	DF	1	56.8	1	60.2	1	65.2	1	66.9	1	75.8	1	81.6	1	Tag#4235				OK									
3	5	D	2	DF	1	58.2	1	60.7	1	64.1	1	67	1	72.3	1	80.1	1					OK									
3	5	D	3	DF	1	54.4	1	55.6	1	61.1	1	62.4	1	68.2	1							OK									
3	5	D	4	RA	1	47.6	1	47.2	4					 								OK									
3	5	D	5	RA	1	31	4		4					 								OK									
3	5	D	6	DF	1	59.6	1	63.7	1	67.8	1	71.5	1	78.8	1	87.3	1					OK		GPS NOTES 2009: 		3-5D					
3	5	D	7	DF	1	48.2	1	50.4	1	52.5	1	55.5	1	61.7	1	67.8	1				"09- 1/2 CROWN, SCAR THROUGH DBH"	OK		GARMIN 60C  WAYPOINT 			85				
3	5	D	8	DF	1	58.9	1							 								OK		ACCURACY +OR-		18FT					
3	5	D	9	DF	1	52.2	1	54.6	1	56.7	1	60.1	1	66.2	1			Missing.			09- SCAR FROM 12'-20'	OK		"N44.52602°, W123.54048°"							
3	5	D	10	DF	1	38.3	1							 								OK									
3	5	D	11	DF	1	29.4	1	29.4	1	31	1	31.3	1	34.2	2	37.1	2				09- SUPPRESSED	OK									
3	5	D	12	RA	1	48	1	43	1		4			 								OK									
3	5	E	1	HL	1	134	1	133.7	1	135	1	132	1	130.7	4			Large split stump. Unable to get DBH.			"09- HUGE SNAG, PLOT TREE, ROTTEN, METAL TAG"	OK									
3	5	E	2	HL	1	25.7	1							 								OK									
3	5	E	3	DF	1	21	3		3					 								OK									
3	5	E	4	DF	1	42.3	1	45.4	1	48.7	1	53.9	1	62.7	1	73.8	1	Tag# 4789				OK									
3	5	E	5	DF	1	38.2	1	41.1	1	44.1	1	46.8	1	50.9	1	56.2	1					OK									
3	5	E	6	DF	1	34.1	1	36.8	1	38	1	40.7	1	43.7	1	47.2	1					OK									
3	5	E	7	DF	4		4		4					 								OK									
3	5	E	8	DF	4		4		4					 								OK		GPS NOTES 2009: 		PLOT 3-5E					
3	5	E	9	DF	1	47.5	1	51.2	1	55.1	1	59.5	1	67.9	1	79.2	1				"09- DF BEETLES, DEEP CRACK ON BOTH SIDES OF TREE, CROWN STILL LOOKS GOOD"	OK		GARMIN 60C  WAYPOINT 			84				
3	5	E	10	DF	1	42.5	1							 								OK		ACCURACY +OR-		21FT					
3	5	E	11	DF	1	54.9	1	58.4	1	63.2	1	69.6	1	78.1	1	88.2	1					OK		"N44.52583°, W123.53942°"							
3	5	E	12	DF	1	48.8	1							 								OK									
3	5	E	13	DF	1	26.7	1							 								OK									
3	5	E	14	DF	1	31.8	1	33.6	1	37.2	1	39.7	1	45.2	1	50.5	1				09- LARGE BLACK STAIN ON BOLE	OK									
3	5	E	15	HL	1	38.1	1							 								OK									
3	5	E	16	HL	1	47	1	49.1	1	52.7	1	55.6	1	59.3	1	65.5	1				09- MISTLETOE	OK									
3	5	E	17	HL	1	20.7	1							 								OK									
3	5	E	18	HL	1	22	1							 								OK									
3	5	E	19	HL	1	16.3	1							 								OK									
3	5	E	20	DF	1	29.3	3		3		3		3		3		3					OK									
3	5	E	21	BM						33.7	1	35	1	39.1	1	41.6	1					OK									
